ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
Sulfite,0.240592883395418,-6.57966158409036e-16,0.609779036545657,0.545603965653725,0.723063033270392,-6.26073130734955
5-Hydroxyindoleacetic Acid,-0.26834150700756,1.51567849706232e-15,-0.603003589028623,0.550055485569851,0.727159129295117,-6.26480291819175
TG (52:5) [M+NH4]+,-0.27481180265022,-2.52113145175296e-16,-0.600712472296759,0.551564963960444,0.727159129295117,-6.26616963854701
Hippuric Acid,-0.2521991353943,-2.92011785122763e-16,-0.600022146161636,0.55202019266611,0.727159129295117,-6.26658043847187
FA (22:6) [M-H]-,0.261795015888567,-2.09901540593194e-16,0.594415556296508,0.555724492136674,0.73057167703739,-6.26989964718979
TG (44:1) [M+NH4]+,-0.257240566245653,-0.0439861306666491,-0.58564869891764,0.561541966896181,0.73674306056779,-6.27502849550923
"PG(16:0/18:2(9Z,12Z))",-0.185181600368361,1.82608557904492e-15,-0.579425515848725,0.565690020140258,0.740703898626765,-6.27862381605108
Indoxyl Sulfate,0.239938804104834,8.72204507692172e-16,0.575047116210268,0.56861757627651,0.741171760738387,-6.28113074062702
TG (56:3) [M+NH4]+,-0.232630103147282,-3.61400724161835e-16,-0.574971218104778,0.568668390800987,0.741171760738387,-6.28117403261264
"PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.199044051031771,-1.9024134119879e-15,-0.572282834029779,0.570469743971394,0.741171760738387,-6.28270385483741
SM (d32:2) [M+H]+,0.256420469304986,-7.58941520739853e-16,0.57099943850891,0.571330679429797,0.741171760738387,-6.28343168529517
"PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.199458702851576,2.18083652988218e-15,-0.570454384116785,0.571696510569548,0.741171760738387,-6.28374030698774
Histamine,0.245191047298873,1.29063426612674e-15,0.567828494712954,0.573460583202742,0.741992391678499,-6.28522308340398
PC (38:4)  [M+H]+,-0.213524053831132,-3.85180891811684e-15,-0.560555656574802,0.578360433530156,0.746859142511382,-6.2892947701434
Phenylpyruvic Acid,-0.223852870729833,-1.1420262883514e-15,-0.555428072443705,0.581827240315523,0.749859861781892,-6.29213441661918
Glutamic Acid,0.224436501181254,5.09141340199193e-16,0.552540110579616,0.583784252526253,0.750906803249455,-6.29372246494759
"PS(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.226074158230938,-2.86807614694832e-16,-0.539776922041672,0.592471106604053,0.760589130982894,-6.30064318920049
5-Hydroxyisourate,-0.191220349079944,2.48094369122616e-15,-0.531290723431429,0.598280876555614,0.76654737308688,-6.30515661557274
"PS(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.178751989809566,1.38199636919486e-15,-0.524809263036625,0.602736202654898,0.770750387800415,-6.30855635752868
TG (53:2) [M+NH4]+,-0.223647279391566,5.7043490301704e-16,-0.521001400407948,0.605360930780532,0.772600720996166,-6.31053453274573
Malic Acid,-0.219789214297038,1.94404677541134e-15,-0.515504303318502,0.60915939428162,0.7759389565995,-6.31336521611641
TG (52:5) [M+Na]+,-0.233145003380605,-1.14086980603408e-15,-0.512003959969044,0.61158384151306,0.777500313485314,-6.31515226204473
2-Methylbutyroylcarnitine,0.181383941168795,1.58495901588414e-15,0.510314527475777,0.612755582426688,0.777500313485314,-6.31601047977149
DG (36:3) [M+NH4]+,-0.214924850113707,-4.60279962292513e-16,-0.506515954618587,0.615393919120384,0.779340561665969,-6.31792990701407
"PI(18:0/22:4(10Z,13Z,16Z,19Z))",0.223862924916283,4.34201286036995e-15,0.502764380114972,0.61800469609828,0.780945960180183,-6.31981170114011
TG (52:4) [M+NH4]+,0.223003969334789,1.58438077472548e-15,0.501275062386489,0.619042529411121,0.780945960180183,-6.3205549175639
TG (56:7) [M+Na]+,0.212364194119093,-2.93059847222832e-15,0.496987496437081,0.622034731836066,0.783214556783991,-6.32268240034263
PC (38:5) [M+H]+,0.171710235768221,-2.93218863541463e-15,0.494510664894823,0.623766228709042,0.783876927150732,-6.32390318108989
PC(36:8),-0.207754659831608,2.29735212335195e-15,-0.492818167915407,0.624950659908281,0.783876927150732,-6.32473391665318
3-Indoleacetic Acid,0.168434400666927,0.106832931495251,0.490251393100024,0.626748844177997,0.784632140802988,-6.32598841265692
PC(P-38:5),0.1632990067683,-2.43728648374741e-15,0.48050113649483,0.63360046704727,0.789738912636661,-6.33069483577781
PS(14:1(9Z)/16:1(9Z)),-0.16566651158936,8.34763392669006e-16,-0.480381753912283,0.633684563021134,0.789738912636661,-6.33075188281138
PS(14:0/14:1(9Z)),-0.218442762604979,-1.64943290507461e-16,-0.478969463934565,0.634679787238374,0.789738912636661,-6.33142568376347
N1-Acetylspermidine,0.188378024317053,-5.68627899396231e-16,0.47760279751958,0.63564351504902,0.789738912636661,-6.33207585203396
PE(P-38:6),-0.160779821673098,2.69749500514394e-15,-0.472170900263915,0.639480240319581,0.793003851889688,-6.3346418390161
Glycinamide,-0.219434801183418,2.79630196312978e-15,-0.467941829644428,0.642474334014589,0.793890697440488,-6.33661953862477
DG (36:4) [M+NH4]+,-0.211520152232443,7.45931094670027e-16,-0.467294091685847,0.642933454400707,0.793890697440488,-6.33692089640941
DG (36:3) [M+Na]+,-0.197457416343207,1.79601703879465e-15,-0.466035449682192,0.643825992436493,0.793890697440488,-6.33750529531284
Guanidinosuccinic Acid,0.178438612400641,-4.09047795635331e-15,0.459940671854169,0.648155506881621,0.796777762178018,-6.3403131146743
TG (54:6)  [M+Na]+,-0.217126586477068,-2.48470225875745e-15,-0.459320809648293,0.648596532016862,0.796777762178018,-6.34059663328258
PS(16:0/18:1(9Z)),-0.158852351068746,1.46728694009705e-15,-0.450852190879966,0.654634639871894,0.802692193936379,-6.34443221859295
Trimethyllysine,-0.189765274116953,2.5705710708183e-15,-0.445061966536248,0.658776649611582,0.803828131018436,-6.34701407049786
PI(40:5),-0.155750195988077,-3.41162283608772e-16,-0.444655237853759,0.65906801247278,0.803828131018436,-6.34719418901195
PS(14:0/16:0),-0.202146507068548,9.48315500200655e-17,-0.443823761140582,0.659663813834004,0.803828131018436,-6.34756189878897
PC(P-36:2),0.15579664878506,-2.6529704359272e-15,0.442709716975975,0.660462443016672,0.803828131018436,-6.3480535028182
TG (54:6)  [M+NH4]+,-0.20700458144595,2.40895266697313e-15,-0.440598173628077,0.661977256277997,0.804179777996974,-6.34898192704376
DG (38:6) [M+Na]+,0.184960339689542,1.21719763897706e-16,0.432431644176912,0.667849393661566,0.809813682517537,-6.35253131023787
PI(34:1),-0.148719011664953,1.7925475918427e-16,-0.428352569584759,0.670790413385075,0.810298447994465,-6.35427956071003
Methylglutarylcarnitine,0.142972732492209,1.00440489259057e-15,0.427557664864322,0.671364153799563,0.810298447994465,-6.35461833871876
TG (58:2) [M+Na]+,-0.203394163079939,3.52293425912957e-16,-0.426739611063091,0.671954810531995,0.810298447994465,-6.35496633192721
N(4)-Acetylcytosine,0.199968588558272,-0.00530967943776827,0.416901527288022,0.67907457297218,0.815791140939318,-6.35909966222215
TG (56:6) [M+Na]+,0.157712252642687,1.07495031394696e-15,0.414792404135778,0.680604843241142,0.815791140939318,-6.35997334823115
PAF C18:1 /PC(O-18:1/2:0),-0.156270740886653,9.91683587100075e-16,-0.414692879104319,0.680677087284744,0.815791140939318,-6.36001446713479
Nicotinamide N-Oxide,0.199781358518439,2.97288235695525e-15,0.413509130997675,0.681536589428037,0.815791140939318,-6.36050278457442
TG (54:4) [M+Na]+,-0.197922186761893,-2.35228503342455e-15,-0.411869726227681,0.682727646914155,0.815791140939318,-6.36117678422275
Keto-decanoylcarnitine,0.181891505556506,-7.97972798949331e-17,0.40936583216267,0.684548356911421,0.816479494788895,-6.36220107562097
SM(d42:0),-0.167386339277504,-6.36065274524829e-17,-0.4057581640819,0.687175029479787,0.817899477194326,-6.36366601261786
TG (56:2) [M+NH4]+,-0.153047261291451,-3.94158085799863e-15,-0.404307297784327,0.68823248690742,0.817899477194326,-6.36425153025386
"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.172153994601653,-2.52922682797418e-15,0.397231286535551,0.693398856962305,0.82254909614335,-6.36707735339905
PE(P-40:6),0.135354639475446,-3.18263933725878e-15,0.392486974964398,0.696871131246777,0.825175924364415,-6.36894429972024
PI(40:7),-0.131301877350683,1.20968050391449e-15,-0.387307327089013,0.700669569972187,0.826119941426828,-6.37095715120253
Cholesteryl Acetate,0.166239975635052,4.42412310489952e-15,0.386612466881496,0.701179733205583,0.826119941426828,-6.37122516137792
SM(d42:2),-0.155172470086566,4.72480850740216e-15,-0.385737350529162,0.701822438988639,0.826119941426828,-6.37156201773533
Allantoin,-0.165235660472952,-1.19377887205137e-15,-0.384535208030139,0.702705681884405,0.826119941426828,-6.37202352074281
DG (34:2) [M+Na]+,-0.159070307990368,1.31905843308207e-15,-0.382286045631284,0.704359315627433,0.826215633326566,-6.37288313663109
"PG(16:1(9Z)/18:3(6Z,9Z,12Z))",-0.17640087975029,-1.9573463220605e-16,-0.379860523976196,0.706144241857226,0.826215633326566,-6.37380454846592
1-Methylhistidine,-0.154994142132738,-0.0353323090596926,-0.379288408558426,0.70656550350031,0.826215633326566,-6.37402103653297
PS(14:0/14:0),-0.168488548026177,-5.22486061938869e-16,-0.368907794137046,0.71422509946857,0.833428319865858,-6.37789280421883
Uric Acid,-0.123558414412124,-2.14816590441795e-15,-0.366717943775128,0.715844797745159,0.833428319865858,-6.37869595353958
"PG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",0.165575213517913,3.60330978018316e-15,0.365771711526671,0.71654507988467,0.833428319865858,-6.37904152470862
TG (50:2) [M+Na]+,-0.140863899250211,-4.62592926927149e-18,-0.360673369171623,0.720322483753289,0.836339025384349,-6.38088822094598
FA (15:0)  [M-H]-,0.180716598176554,-7.95659834314696e-16,0.356754730521623,0.723230672324058,0.838206257916472,-6.38229011421972
Deoxyribose,0.155346512874494,1.96298417335742e-15,0.353908059236219,0.72534591969597,0.838206257916472,-6.3832989725926
DG (34:2) [M+NH4]+,-0.146040529412814,2.2840525767028e-16,-0.353345820635961,0.725763955025238,0.838206257916472,-6.38349728016619
Vanillylmandelic Acid,0.162131153963407,3.42897007084749e-16,0.345802631331054,0.731380630889119,0.843208600814169,-6.38612755124302
Lipoic Acid,0.14622559204088,-1.62370117351429e-15,0.342722081772803,0.733678746770615,0.844374136634252,-6.38718550479717
PC(O-34:3),0.116320965895523,-3.69843045078255e-15,0.338489015522823,0.736840696496631,0.845470599217084,-6.38862392109539
GlcCer (d40:1) [M+HAc-H]-,0.126196230928219,1.01192202765314e-15,0.337996192632235,0.737209120049042,0.845470599217084,-6.38879023003697
CPA(18:0)[M-H]-,-0.12517113086441,-7.64217971312616e-16,-0.32866855954372,0.744194002972267,0.851211736624352,-6.39189252631208
TG (53:3) [M+NH4]+,-0.135454680674799,1.87566975839992e-15,-0.326560930654786,0.745775333953401,0.851211736624352,-6.39258155271462
2-Ketoisocaproic acid,-0.138626982648045,-1.01712619808107e-15,-0.326115241771414,0.746109872378778,0.851211736624352,-6.39272669284792
DG (36:4)[M+Na]+,-0.145774868884069,-1.98452365651747e-15,-0.324389862811784,0.747405427279919,0.851211736624352,-6.39328671001565
PE(P-38:5),-0.129814206030076,-3.80049001528586e-15,-0.319251518985351,0.751268096655638,0.85402011900616,-6.39493699475227
TG (58:1) [M+Na]+,-0.153252051066328,6.69603261727048e-16,-0.317647742332285,0.752475043880428,0.85402011900616,-6.39544671447852
PG(16:0/16:0),-0.129394615527513,-2.2664162213637e-15,-0.313998253190893,0.75522386526155,0.855659508828285,-6.39659709595789
4-Hydroxyphenyllactate,-0.117573256553875,3.18292845783811e-15,-0.311584713809876,0.757043534539828,0.856242342514013,-6.39735062056519
Mevalonic Acid,-0.14328464971947,-6.43654689732228e-16,-0.306826900709779,0.760634744918079,0.858039614657745,-6.39881910353417
3-OH-Oleoylcarnitine,0.127985320886471,-8.60025303287918e-16,0.30601440134439,0.761248560565256,0.858039614657745,-6.3990676312709
Adrenoyl Ethanolamide,-0.110353227157913,0.120634818079068,-0.300171096010252,0.765667558510642,0.860777814855464,-6.40083566811958
Melilotate,0.103223566405084,2.79868720790925e-16,0.299332764649403,0.766302201029864,0.860777814855464,-6.40108654364581
TG (56:6) [M+NH4]+,0.11655891599276,-1.53638675855679e-15,0.296248802793902,0.768638254605628,0.861920278423001,-6.402003427628
TG (54:3) [M+Na]+,0.113358880095921,-0.113414252364186,0.293971829670795,0.770364430578706,0.861920278423001,-6.40267432307014
PC(P-34:1),-0.0988481576508051,0.112820388430149,-0.29278981965772,0.771260980844972,0.861920278423001,-6.40302056305482
Glyoxylic Acid,0.123585086528437,6.35953240300339e-15,0.283189702056254,0.77855430141316,0.867011308640673,-6.40578122967249
Dimethylnonanoyl carnitine,0.11266588123391,-5.5395502999526e-16,0.280866828574754,0.780322094000551,0.867011308640673,-6.40643544113797
N-Acetylaspartic Acid,0.0999857152046016,1.81394251471308e-15,0.279195685137939,0.781594627134161,0.867011308640673,-6.40690278140303
TG (54:4) [M+NH4]+,-0.135121079350171,-2.79984369022657e-15,-0.27869135309489,0.781978782738208,0.867011308640673,-6.40704327380862
TG (50:2) [M+NH4]+,-0.107165234714905,-2.51968584885631e-15,-0.278105846230473,0.782424839504998,0.867011308640673,-6.40720606187515
"PS(DiMe(11,3)/DiMe(11,5))",-0.108111127874891,0.0260409809251447,-0.269662654703511,0.788865315667992,0.872673941109954,-6.40951560403023
PS(14:0/18:1(9Z)),-0.0950695619705388,-5.11454304833829e-16,-0.265539041371715,0.792016304223249,0.873436399750935,-6.41061779582223
lysoPC(28:0),0.104441583345477,5.12032545992488e-16,0.265275943826329,0.792217466237509,0.873436399750935,-6.41068754439349
Creatinine,0.0785794781015355,0.149254383662334,0.257212800379345,0.79838938327863,0.877354875159286,-6.41279171948803
Pipecolinic Acid,-0.0895309784979879,8.38594240345122e-16,-0.255787007998157,0.799482129773547,0.877354875159286,-6.4131570640748
N1-Methy2-Pyridone-5-Carboxamide(2-PY),0.121273732181588,1.20982506420416e-15,0.255393404431616,0.799783864855568,0.877354875159286,-6.41325756448045
"PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.0940784577940241,6.01457541179092e-15,-0.239926738970752,0.811664702572456,0.888261254422048,-6.4170846027514
Sorbitol,0.11198541766096,2.06605565988838e-15,0.237806284079828,0.813297135126122,0.888261254422048,-6.41759071245711
"PS(DiMe(11,3)/DiMe(9,3))",-0.102258056529532,0.00506130918193674,-0.235079939934109,0.81539725024514,0.888261254422048,-6.41823485360088
TG (54:5) [M+NH4]+,-0.111452889592157,1.8876682624421e-15,-0.234247191555731,0.816038995789267,0.888261254422048,-6.41843012691242
SM(d40:3),0.091655777300302,-1.29930788350663e-15,0.233653953347199,0.81649624453734,0.888261254422048,-6.41856881543739
PA(40:9)[M-H]-,-0.110311180065417,4.07081775695891e-16,-0.231144597043721,0.818431091409745,0.888892046299325,-6.41915157950711
TG (52:2) [M+NH4]+,0.0929688645451396,-2.43179319274015e-15,0.227371192209267,0.821342748384489,0.889294987229685,-6.42001608976114
"Anandamide (18:2,N-6)",0.0801241401390916,-0.155051395525621,0.226123868120417,0.82230578112379,0.889294987229685,-6.42029873887175
PE(P-36:2),-0.0835402890251541,8.23993651088983e-16,-0.225394565130133,0.822868989707956,0.889294987229685,-6.4204632837683
PI(40:6),0.0774247882843716,3.08780778723872e-16,0.221090179261549,0.826195000167599,0.890880417901057,-6.42142363876757
N-Acetylaspartiylglutamate (NAAG),-0.0924913269692839,1.05908482215626e-15,-0.218232081286002,0.828405256599132,0.890880417901057,-6.42205110839989
Pimelylcarnitine,-0.0912289598550317,1.49301867165737e-15,-0.218225762488709,0.82841014469458,0.890880417901057,-6.4220524866131
"PS(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",-0.0819580570072429,-4.25397564396413e-15,-0.214561830921185,0.831245646069583,0.892466683832482,-6.42284493510152
"PS(18:0/18:2(9Z,12Z))",-0.0762579521842348,3.93626826735346e-15,-0.2060985814063,0.837803994018741,0.898038268098519,-6.42462422818717
2-Aminoadipic Acid,-0.078564660148242,3.90385062239614e-16,-0.202903842620021,0.840282739335014,0.898051427814397,-6.42527731082954
Trimethylamine N-Oxide,0.0940038603788007,-4.30789663200907e-17,0.202554057022386,0.840554232740915,0.898051427814397,-6.42534819724057
Malonylcarnitine,-0.0654236238878425,-6.97358837342676e-16,-0.200434198290876,0.842200026079758,0.898346694485075,-6.42577518987242
TG (54:5)  [M+Na]+,-0.0935464835840281,-2.89337419763965e-15,-0.196151604196078,0.845527080490501,0.900431436366507,-6.4266241356283
TG (56:7)  [M+NH4]+,0.0815655733969744,3.27327863887857e-15,0.191623418383816,0.849048045852701,0.902715588459273,-6.42750186363478
Glycerol 1-Phosphoserine,0.0632551786434452,0.110752583382257,0.180427824441938,0.857766663754968,0.910509597772264,-6.42958414830376
TG (56:8)  [M+Na]+,-0.0747430281126651,-1.76537025738573e-15,-0.172740352156665,0.863763848127453,0.914463032528829,-6.43094150881315
Gluconic Acid,0.07307523428739,-2.05391259555654e-15,0.172080391138723,0.864279085621759,0.914463032528829,-6.43105528694737
"PS(14:0/18:2(9Z,12Z))",-0.0546212890952965,-1.58871758341543e-15,-0.158206514832972,0.875124088555784,0.920456694366571,-6.43334649326798
PC(36:7),-0.0584082151739046,0.136588976159498,-0.156959892753543,0.876099781959929,0.920456694366571,-6.43354295528679
Succinoadenosine,0.0566235248273389,-3.97251675998689e-16,0.156627648326303,0.876359852731885,0.920456694366571,-6.43359505355091
Glucuronolactone,-0.0740622438582431,-7.21644966006352e-16,-0.156541646235367,0.876427174799545,0.920456694366571,-6.43360852132096
"PS(14:0/20:4(5Z,8Z,11Z,14Z))",0.0725218094503092,8.00285763583967e-16,0.155861653323928,0.876959503016931,0.920456694366571,-6.43371474684782
Hexadecenoylcarnitine,0.0618337985988919,2.67291975590093e-16,0.14911993202407,0.882240308311395,0.924310403039339,-6.43474292047758
TG (56:8)  [M+NH4]+,-0.0633627708942877,2.51838480624933e-15,-0.146572529087657,0.884237125611199,0.924310403039339,-6.43511960366231
Ribose 5-Phosphate,0.0657664900528626,8.49147141490647e-16,0.145317033421402,0.885221545523506,0.924310403039339,-6.43530286827446
3-Hydroxyglutaric Acid,-0.0524311200937431,-2.36153689196309e-15,-0.143983775590268,0.88626713949961,0.924310403039339,-6.43549575972594
PI(34:2),-0.0479758173223704,1.17700987845026e-15,-0.140369625919839,0.889102529881009,0.925795650161813,-6.43600971099925
PE(P-40:7),0.0455017120622188,-1.73877116408742e-15,0.137441682692895,0.891400657875265,0.92671764115083,-6.43641651070649
LPA(18:0)[M-H]-,-0.0504644108010277,-7.06610695881219e-16,-0.132757243758038,0.89507941534633,0.92794350344324,-6.4370495363697
Phenylalanine,0.0571791099388425,-1.07538399481596e-15,0.132337834838757,0.895408898901785,0.92794350344324,-6.43710514310871
Chenodeoxycholate,0.0585696896818974,0.00349947429269514,0.129917347032144,0.897310775174433,0.928447742136321,-6.4374226253245
TG (46:0) [M+NH4]+,-0.0586366137556836,5.74482591127653e-16,-0.127931752324738,0.898871396706383,0.928597852345492,-6.43767869331919
"PG(16:0/20:3(5Z,8Z,11Z))",-0.0388116190819395,2.14643118094197e-15,-0.124093293665849,0.901889464549669,0.930250768466325,-6.43816254050993
PC(O-34:0),0.0474311997454273,4.79361920528258e-16,0.114067488378571,0.909779305261825,0.936915579673089,-6.43935684928606
5-Hydroxymethyluracil,-0.0433941642832238,-2.95698072509213e-16,-0.100129821183401,0.920762810187214,0.946740444330427,-6.44085020191995
DG (38:6) [M+NH4]+,-0.0410380773716791,-5.6891701997556e-16,-0.0976997300783525,0.922679502567397,0.947226531587187,-6.44109068919104
PA(44:9)[M-H]-,-0.0382513944828886,-6.7365094983766e-17,-0.0827899462284505,0.934449125441368,0.956983467475128,-6.44243692296631
PC(P-38:6),0.0273856532736305,2.85535484145782e-15,0.0819644499458383,0.935101223554203,0.956983467475128,-6.4425049631221
TG (54:2) [M+NH4]+,0.0326824927180791,-1.60895602396849e-16,0.0724117172433895,0.942650550464031,0.962633661149834,-6.44324274908529
Menaquinone (Vit K2),-0.0323254178826584,1.16284297006312e-15,-0.071265091144203,0.943557079450218,0.962633661149834,-6.44332517058501
Acetoacetic Acid,0.0249286920671322,1.06613213627741e-15,0.0568906960418668,0.954927607691188,0.97272128982208,-6.44424683211238
SM(d40:2),0.019368812857978,-2.61856508698699e-15,0.0437953402921662,0.965294751771465,0.980733288056668,-6.44490653523271
FA (22:1) [M-H]-,-0.0194605373575744,-5.29119572230859e-15,-0.0431787049801503,0.965783085494829,0.980733288056668,-6.44493336939325
2-ketoglutaramate,-0.0142917265540186,3.49546780409327e-16,-0.0358361813621936,0.971598842762838,0.981726104040103,-6.44522365660293
TG (60:3) [M+NH4]+,-0.0134602683324876,-0.130276750730663,-0.0357404904496023,0.971674647266232,0.981726104040103,-6.44522708364338
PC (p-34:2) or PC (o-34:3) [M+H]+,-0.0117607624344946,1.81032850747146e-15,-0.0346743336473739,0.972519254041221,0.981726104040103,-6.44526464685269
Pantothenic Acid,-0.0128754100722032,-5.78241158658936e-19,-0.0337134002593013,0.973280530566669,0.981726104040103,-6.44529752821653
2-Ketobutyric Acid,0.0142559798291613,1.84632401959798e-15,0.0324980037638723,0.974243435564187,0.981726104040103,-6.44533779342493
TG (54:3) [M+NH4]+,0.00746680508637335,-0.116141658957028,0.019171660515701,0.984803551127652,0.990845290705122,-6.44568232598438
Gentisic Acid,-0.00781703498390499,2.68318353646713e-15,-0.0168195639728049,0.98666775139868,0.99120068134385,-6.44572468441753
3-Methylglutarylcarnitine,0.002826039534503,1.33429147360549e-16,0.00925912273289417,0.992660387121202,0.995696045797413,-6.44582334021584
GlcCer (d38:1) [M+HAc-H]-,-0.00185533014573136,-3.46998905303986e-15,-0.00458871332308914,0.996362533160554,0.996389421349077,-6.44585570167838
FA (20:5) [M-H]-,-0.00199070038141641,8.5868812060852e-16,-0.00455479327017917,0.996389421349077,0.996389421349077,-6.44585585686738
